Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.48281788  	 6.48281842 
1.01285714  	 6.65135958  	 6.65136001 
1.01571429  	 6.79288449  	 6.79288487 
1.01857143  	 6.91366248  	 6.91366282 
1.02142857  	 7.01817429  	 7.01817460 
1.02171428  	 7.02786421  	 7.02786475 
1.02204081  	 7.03878393  	 7.03878420 
1.02236734  	 7.04954189  	 7.04954216 
1.02269387  	 7.06014214  	 7.06014241 
1.02302041  	 7.07058862  	 7.07058888 
1.02334694  	 7.08088435  	 7.08088461 
1.02367347  	 7.09103282  	 7.09103308 
1.02400000  	 7.10103744  	 7.10103770 
1.02428571  	 7.10967619  	 7.10967647 
1.02714286  	 7.19057767  	 7.19057793 
1.03000000  	 7.26269877  	 7.26269900 
1.03285714  	 7.32744035  	 7.32744056 
1.03571429  	 7.38590150  	 7.38590246 
1.03857143  	 7.43896223  	 7.43896311 
1.04142857  	 7.48733217  	 7.48733296 
1.04428571  	 7.53159823  	 7.53159896 
1.04714286  	 7.57224868  	 7.57224934 
1.05000000  	 7.60969490  	 7.60969551 
