Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.44836576  	 6.44837184 
1.01222222  	 6.59540607  	 6.59541103 
1.01444444  	 6.73640483  	 6.73640932 
1.01666667  	 6.87661335  	 6.87661739 
1.01888889  	 7.02032416  	 7.02032775 
1.02111111  	 7.17175853  	 7.17176167 
1.02333333  	 7.33534749  	 7.33535014 
1.02355555  	 7.35252627  	 7.35252953 
1.02380952  	 7.37235746  	 7.37236169 
1.02406349  	 7.39239284  	 7.39239693 
1.02431746  	 7.41263781  	 7.41264178 
1.02457143  	 7.43308281  	 7.43308665 
1.02482540  	 7.45372322  	 7.45372692 
1.02507937  	 7.47454685  	 7.47455041 
1.02533334  	 7.49554438  	 7.49554782 
1.02555556  	 7.51404224  	 7.51404437 
